Cuarto,Mueble,Nivel,Posición,Título,Autor
E,V-derecha1,3,27,Viejo,Adrianlo González León
E,V-derecha1,3,28,El Prisionero Del Sexo,Norman Mailer
E,V-derecha1,3,29,Arte Del Buen Vivir,Schopenhauer
E,V-derecha1,3,2,María,Jorge Isaacs
E,V-derecha1,3,30,La Sombra Del Cuerpo Del Cochero,Peter Weiss
E,V-derecha1,3,31,Bajo El Volcán,Malcom Lowry
E,V-derecha1,3,32,El Juego Del Agua Y Del Fuego,Ya Ding
E,V-derecha1,3,33,El Mar De Color De Vino,Leonardo Sciascia
E,V-derecha1,3,34,Santa Evita,Tomás Eloy Martínez
E,V-derecha1,3,35,Colgaron A Mi Buen Billy,Robert Graves
E,V-derecha1,3,36,Beltenebros,Antonio Muñoz Molina
E,V-derecha1,3,37,"¿Qué me quieres, amor?",Manuel Rivas
E,V-derecha1,3,38,Las Mujeres De Yoel,Amos Oz
E,V-derecha1,3,39,Patagonia Express,Luis Sepúlveda
E,V-derecha1,3,3,María Vierginia Esta De Vacaciones,Sinda Pacheco
E,V-derecha1,3,4,,
E,V-derecha1,3,40,Galindez,Manuel Vásquez Montalbán 
E,V-derecha1,3,41,Las Corrientes Del Golfo,Puértolas
E,V-derecha1,3,42,Diana O Cazadora Solitaria,Carlos Fuentes
E,V-derecha1,3,43,Cartas de Amor de Lili Brik,Vladimir Mayakovski
E,V-derecha1,3,5,Setecientas Palmeras Plantadas En El Mismo Lugar,José Balza
E,V-derecha1,3,6,Canto/Candela,Pepe Torres
E,V-derecha1,3,7,,
E,V-derecha1,3,8,Casimiro Cauteloso,Laura de Rokha
E,V-derecha1,3,9,El Sueño Eterno,Raymond Chandler
E,V-derecha1,4,10,Estudios y ensayos 19,Leo Spitzler
E,V-derecha1,4,11,El destino de la novela,
E,V-derecha1,4,12,Estudios y ensayos 60,Joaquín Casalduero
E,V-derecha1,4,13,Estudios y ensayos 115,Harald Weinrich
E,V-derecha1,4,14,La historia y las generaciones,José A. Portuondo
E,V-derecha1,4,15,,
E,V-derecha1,4,16,Teoría de la literatura,Boris Tomachevski
E,V-derecha1,4,17,,
E,V-derecha1,4,18,Arte abstracto y literatura de lo absurdo,Leo Kofler
E,V-derecha1,4,19,Las mujeres en la literatura,Virginia Woolf
E,V-derecha1,4,1,América latina en su literatura,
E,V-derecha1,4,20,Narradores de esta América/2,Emir Rodriguez Monegal
E,V-derecha1,4,21,Narradores de esta América/2,Emir Rodriguez Monegal
E,V-derecha1,4,22,Las amistades peligrosas,Pierre Choderlos de Laclos
E,V-derecha1,4,23,Narradores peruanos del siglo XX,Tomás G. Escajadillo
E,V-derecha1,4,24,Historia y crítica de la novela hispanoamericana,Galo René Pérez
E,V-derecha1,4,25,Escritos críticos,James Joyce
E,V-derecha1,4,26,Raymond Roussel,Michel Foucault
E,V-derecha1,4,27,Impresiones de Africa,Raymond Roussel
E,V-derecha1,4,28,Nación y cultura nacional,Jorge Ibarra
E,V-derecha1,4,29,Panorama de la literatura mexicana actual,
E,V-derecha1,4,2,La nueva novela,Carlos Fuentes
E,V-derecha1,4,30,Teoría de la literatura,Helga Gallas
E,V-derecha1,4,31,Teorías gramaticales y análisis sintáctico,
E,V-derecha1,4,3,"Literatura española, hispanoamericana y argentina",Estrella Gutierrez
E,V-derecha1,4,4,,
E,V-derecha1,4,5,Imagen y posibilidad,José Lezama Lima
E,V-derecha1,4,6,Historia de la literatura norteamericana,Cándido Pérez Gallego
E,V-derecha1,4,7,Historia de la literatura francesa,R.G. Escarpit
E,V-derecha1,4,8,Breve historia del ensayo hispanoamericano,José Miguel Oviedo
E,V-derecha1,4,9,Notas críticas,J. Rodríguez Feo
E,V-derecha1,5,10,El pensamiento chino desde Confucio hasta Mao Tse Tung,Herrlee G. Creel
E,V-derecha1,5,11,Nueva astronomía recreativa,Vladímir Komarov
E,V-derecha1,5,12,Balzac,Jaime Torres Bodet
E,V-derecha1,5,13,Constancia y otras novelas para vírgenes,Carlos Fuentes
E,V-derecha1,5,14,Salvador Novo,Carlos Monsivais
E,V-derecha1,5,15,Las siete cabritas,Elena Poniatowska
E,V-derecha1,5,16,El viajero y su sombra,Sergio Pitol
E,V-derecha1,5,17,Amor perdido,Carlos Monsivais
E,V-derecha1,5,18,La Vida Exagerada De Martín Romaña,Bryce Echernique
E,V-derecha1,5,19,Pata De Palo,Ramón Plaza
E,V-derecha1,5,1,Antes del fin,Ernesto Sabato
E,V-derecha1,5,20,Lugares Secretos,Diego Muñoz Valenzuela
E,V-derecha1,5,21,Sabatico,John Bart
E,V-derecha1,5,22,Malena Es Un Nombre De Tango,Almudena Grandes
E,V-derecha1,5,23,Estudios Sobre Los Modernistas,Harry Levin
E,V-derecha1,5,24,La Odisea,Homero
E,V-derecha1,5,25,Mefisto,Klaus Mann
E,V-derecha1,5,26,Las Puertas Del Paraíso,Andrezejewsi
E,V-derecha1,5,27,,Facundo
E,V-derecha1,5,28,El Estructuralismo,Jean Piaget
E,V-derecha1,5,29,Ecue-Yamba-O,Alejo Carpwntier
E,V-derecha1,5,2,Rosa Cuchillo,Oscar Colchado Lucio
E,V-derecha1,5,30,La Voragine,Jose Eustasio Rivera
E,V-derecha1,5,31,Correspondencia,Hermann Hesse - Thomas Mann
E,V-derecha1,5,32,Pueblos Y Culturas Indigenas,
E,V-derecha1,5,33,Introducción Al Narcisismo,Sigmund Freud
E,V-derecha1,5,34,Sissi,Constantin Christomanos
E,V-derecha1,5,35,El Coinjuro De La Melancolia,Mónica Couto
E,V-derecha1,5,36,Un artista del mundo flotante,Kazuo Ishiguro
E,V-derecha1,5,37,"Arturo Jarrín, La encrucijada de Un Hombre Sereno",Santiago Aguilar Morán
E,V-derecha1,5,3,La mansa ,Fiodor Dostoievski
E,V-derecha1,5,4,Papa Goriot,Honorato de Balzac
E,V-derecha1,5,5,Caballo de Troya,Juan José Benítez López
E,V-derecha1,5,6,Un padre,Sibyle Lacan
E,V-derecha1,5,7,O prenúncio das aguas,Rossa Lobato De Faria
E,V-derecha1,5,8,Y la rama llena de frutos,Marcos Aguinis
E,V-derecha1,5,9,Las estructuras de las revoluciones científicas,T.S.Kuhn
E,V-derecha1,6,10,Cuchillería Del Fanfarrón,Fernando Balseca Franco
E,V-derecha1,6,11,,
E,V-derecha1,6,12,La Novela Manabita Y Su Identidad Regional,Horacio Hidrovo
E,V-derecha1,6,13,Las Tierras Del Nuaymás,Jorge Rivadeneyra
E,V-derecha1,6,14,Tribu Si,Carlos Bejar Portilla
E,V-derecha1,6,15,Buhardilla,Miguel Castillo Lara
E,V-derecha1,6,16,Sobre Las Viñas Muertas,J. M. Vargas Vila
E,V-derecha1,6,17,La Lengua Absuelta,Elias Canetti
E,V-derecha1,6,18,La Urbe De La Loba,J. M. Vargas Vila
E,V-derecha1,6,19,7 Cuentos,Gustavo Alfredo Jacome
E,V-derecha1,6,1,Amalia,José Mármol
E,V-derecha1,6,20,El Crepúsculo,Nelson Estupiñán Bass
E,V-derecha1,6,21,El Burlador De Sevilla,Tirso De Molina
E,V-derecha1,6,22,,Molière
E,V-derecha1,6,23,La Antorcha Al Oído,Elias Canetti
E,V-derecha1,6,24,Los Pucho-Remaches,Gustavo Alfredo Jácome
E,V-derecha1,6,25,Academo,
E,V-derecha1,6,2,Obras Escogidas,"Ernesto ""Che"" Guevara"
E,V-derecha1,6,3,El Tercer Hombre,G. Greene
E,V-derecha1,6,4,La Infancia Perdida Y Otros Ensayos,G. Greene
E,V-derecha1,6,5,El Poder Y La Gloria,G. Greene
E,V-derecha1,6,6,Para Matar El Gusano,J. R. Bustamante
E,V-derecha1,6,7,María,Jorge Isaacs
E,V-derecha1,6,8, La Escritura En La Historia D e Los Pueblos Hispanoamericanos,Rodrigo Fierro Benítez
E,V-derecha1,6,9,,
E,V-derecha1,7,10,Los Ríos Profundos,José María Arguedas
E,V-derecha1,7,11,,
E,V-derecha1,7,12,,
E,V-derecha1,7,13,,
E,V-derecha1,7,14,El Siglo Heroico,Luis Andrade Reimers
E,V-derecha1,7,15,Tesis De Literatura Española,
E,V-derecha1,7,16,Literatutra Sovietica 1980 Tomo 1,
E,V-derecha1,7,17,Crónica de los incas don Incario,Bruno Sáenz Andrade
E,V-derecha1,7,18,Risa de estatuas,Iván Narváez
E,V-derecha1,7,19,,
E,V-derecha1,7,1,Ciudad lejana,Javier Vásconez
E,V-derecha1,7,20,,
E,V-derecha1,7,21,Revista del Folklore ecuatoriano N.3,
E,V-derecha1,7,22,Cuadernos del Guayas #49,CCE
E,V-derecha1,7,23,Los días del antihombre,Waldo Calle
E,V-derecha1,7,24,,
E,V-derecha1,7,25,,
E,V-derecha1,7,26,,
E,V-derecha1,7,27,En la voz del silencio,Fanny Carrión de Fierro
E,V-derecha1,7,28,Variaciones,Alfredo Vivar
E,V-derecha1,7,29,"Al oeste de Vietnam, mujer",Gerardo Salgado E. 
E,V-derecha1,7,2,Retratos Con Jalalengua,Francisco Febres Cordero
E,V-derecha1,7,30,Universidad Central,
E,V-derecha1,7,31,Juan Cuenca,G. Humberto Mata
E,V-derecha1,7,32,Revista El guacamayo y la serpiente #20,
E,V-derecha1,7,33,"Revista de la Universidad de Guayaquil #1, 1981",
E,V-derecha1,7,34,,
E,V-derecha1,7,35,Revista El guacamayo y la serpiente #20,
E,V-derecha1,7,36,,
E,V-derecha1,7,37,,
E,V-derecha1,7,38,Latido ecuatorial ,Gerardo Sañguero Espinosa
E,V-derecha1,7,39,Revista Pucara #4 1980,
E,V-derecha1,7,3,Historias De China Contemporanea,
E,V-derecha1,7,40,Lenguaje vernáculo de la poesía popular,Darío Guevara
E,V-derecha1,7,41,,
E,V-derecha1,7,42,Folklore del corro infantil ecuatoriano,
E,V-derecha1,7,43,,
E,V-derecha1,7,44,,
E,V-derecha1,7,45,Nuestra poesía,
E,V-derecha1,7,46,Literatura popular afroecuatoriana,Carlos Alberto Cobos
E,V-derecha1,7,47,Lengua y cultura en el Ecuador,
E,V-derecha1,7,4,El Callejón De Los Milagros,Naguib Mahfouz
E,V-derecha1,7,5,Teatro Popular Venezolano,Luis F. Ramón y Rivera
E,V-derecha1,7,6,Selección De Estudios Cientificos Y Biograficos,Paul Rivet
E,V-derecha1,7,7,Um Perfume Para Lam,Jorge Timossi
E,V-derecha1,7,8,Barrios Altos,Winston Orrillo
E,V-derecha1,7,9,Garcia Marquez Y La Problemática De La Novela,Angel Rama/Mario Vargas Llosa
E,V-derecha2,1,10,El Yo Y El Ello,Sigmund Freud
E,V-derecha2,1,11,Narcisismo Y Socialización,Igor Caruso
E,V-derecha2,1,12,Teoría Del Psicoanálisis,C. G. Jung
E,V-derecha2,1,13,Neurosis En La Familia,Jan Ehrenwald
E,V-derecha2,1,14,Epistolario (II),Sigmund Freud
E,V-derecha2,1,15,Totem Y Tabú,Sigmund Freud
E,V-derecha2,1,16,Etica Y Psicoanálisis,Erich Fromm
E,V-derecha2,1,17,Psiqu…,Herzog
E,V-derecha2,1,18,El Chiste Y La Relación Con Lo Inconsciente,Sigmund Freud
E,V-derecha2,1,19,La Escolastica Freudiana,Pierre Debray-Ritzen
E,V-derecha2,1,1,Sexualidad Infantil Y Neurosis,Sigmund Freud
E,V-derecha2,1,20,Psicoanalisis Y Critica Literaria,AA. VV
E,V-derecha2,1,21,El Hombre Y Sus Símbolos,Carl G. Jung
E,V-derecha2,1,22,,
E,V-derecha2,1,25,El Principe IDIOTA,Fedor Dostoyevski
E,V-derecha2,1,26,Alma De Niña,Fedor Dostoyevski
E,V-derecha2,1,27,Los Hermanos De Karamazov,Fedor Dostoyevski
E,V-derecha2,1,28,Crimen Y Castigo,Fedor Dostoyevski
E,V-derecha2,1,29,El Gran Meaulnes,Fournier
E,V-derecha2,1,2,Paranoia Y Neurosis Obsesiva,Sigmund Freud
E,V-derecha2,1,30,La Condición Humana,Hannah Arendt
E,V-derecha2,1,31,Yonqui,William Burroughs
E,V-derecha2,1,32,"Habla Con Las Bestias, Los Peces Y Los Pájaros",Konrad Lorenz
E,V-derecha2,1,33,Hambre,Knut Hamsun
E,V-derecha2,1,34,¿Quién Conoce A Antonin Artaud,Jean-Louis Barrault y otros
E,V-derecha2,1,35,"Mi Hermana, Mi Esposa",H. F. Peters
E,V-derecha2,1,36,Aventura Y Memorias De Sherlock Holmes,Arthur Conan Doyle
E,V-derecha2,1,37,Cuento De Navidad - El Grillo Del Hogar,Charles Dickens
E,V-derecha2,1,38,Platero Y Yo,Juan Ramon Jimenez
E,V-derecha2,1,39,Criticar Al Critico,T. S. Eliot
E,V-derecha2,1,3,Psicopatologia De La Vida Cotidiana,Sigmund Freud
E,V-derecha2,1,40,El Cruce Sobre El Niagara,Alonso Alegria
E,V-derecha2,1,41,Escritos Filosoficos Y Politicos,Marques De Sade
E,V-derecha2,1,42,El Extraño Caso Del Dr. Jekyll Y Mr. Hyde,Olalla
E,V-derecha2,1,43,El Innombrable,Samuel Beckett
E,V-derecha2,1,44,Relatos,Samuel Beckett
E,V-derecha2,1,45,Como Es,Samuel Beckett
E,V-derecha2,1,46,Homo Faber,Max Frisch
E,V-derecha2,1,47,"Milena, La Amiga De Kafka",Margarete Buber-Neumann
E,V-derecha2,1,48,De Poe A Kafka,Mario A. Lancelotti
E,V-derecha2,1,49,Klaus Wagenbach,Franz Kafka
E,V-derecha2,1,4,Autobiografía,Sigmund Freud
E,V-derecha2,1,50,La Condena,Franz Kafka
E,V-derecha2,1,51,América,Franz Kafka
E,V-derecha2,1,52,El Proceso,Franz Kafka
E,V-derecha2,1,53,Carta Al Padre,Franz Kafka
E,V-derecha2,1,54,El Castillo,Franz Kafka
E,V-derecha2,1,55,La Metamorfosis,Franz Kafka
E,V-derecha2,1,5,Ludwig Marcuse,Sigmund Freud
E,V-derecha2,1,6,Los Sueños,Sigmund Freud
E,V-derecha2,1,7,Cuentos Del Romaticismo Aleman, Friedrich de la Motte Fouqué
E,V-derecha2,1,8,El Pensamiento Débil,Gianni Vattimo y P. A. Rovatti
E,V-derecha2,1,9,La Muralla China,Franz Kafka
E,V-derecha2,2,10,Vidas inimaginarias,Marcel Schwob
E,V-derecha2,2,11,Signos Y Obras,José Carlos Mariátegui
E,V-derecha2,2,12,Boca Bonita Y Verdes Mis Ojos,J. D. Salinger
E,V-derecha2,2,13,"Maupassant y ""El Otro""",Alberto Savinio
E,V-derecha2,2,14,Siete Tragedias,Sofocles
E,V-derecha2,2,15,Poesias,Evaristo Carriego
E,V-derecha2,2,16,La Gaviota,Antón Chéjov
E,V-derecha2,2,17,El Desperfecto,Durrenmatt
E,V-derecha2,2,18,"El Sueño, Ensueño, Hipnosis",Ian Oswald
E,V-derecha2,2,19, El Mercenario Ad Honorem,Gregory Cohen
E,V-derecha2,2,1,Secretos Inutiles,Mirko Lauer
E,V-derecha2,2,20,Noches Blancas,Fedor Dostoyevski
E,V-derecha2,2,21,Romeo Y Julietta,William Shakespear
E,V-derecha2,2,22,Teatro De Bertolt Brecht,
E,V-derecha2,2,23,,Marcel Schwob
E,V-derecha2,2,24,Los Negocios Del Señor Julio Tsar,Bertolt Brecht
E,V-derecha2,2,25,El Teatro Y Su Doble,Antonin Artlaud
E,V-derecha2,2,26,El Libro De Las Mutaciones,Bertolt Brecht
E,V-derecha2,2,27,Dubuffet Correspondencia,Gombrowicz
E,V-derecha2,2,28,,
E,V-derecha2,2,29,,
E,V-derecha2,2,2,,Mirko Lauer
E,V-derecha2,2,30,,
E,V-derecha2,2,31,La Persona Buena De Sezuan,Bertolt Brecht
E,V-derecha2,2,32,Piezas Cortas,T. Williams
E,V-derecha2,2,33,Teatro,Samuel Beckett
E,V-derecha2,2,34,Santa Juana Pigmalión,George Bernard Shaw
E,V-derecha2,2,35,El Cuento Del Cortador De Bambú,Anónimo
E,V-derecha2,2,36,Cronicas Marcianas,Ray Bradbury
E,V-derecha2,2,37,El Hombre De Los Lobos,Roland Jaccard
E,V-derecha2,2,38,El Retrato De Dórian Grey,Oscar Wilde
E,V-derecha2,2,39,el Vino Del Estío,Ray Bradbury
E,V-derecha2,2,3,El Sitio De La Literatura,Mirko Lauer
E,V-derecha2,2,40,La Doradas Manzanas Del Sol,Ray Bradbury
E,V-derecha2,2,41,El País De Octubre,Ray Bradbury
E,V-derecha2,2,42,Fantasmas De Lo Nuevo,Ray Bradbury
E,V-derecha2,2,43,Fahrenheit 451,Ray Bradbury
E,V-derecha2,2,44,Con Distinta Piel,Dylan Thomas
E,V-derecha2,2,45,Retrato Del Artista Cachorro,Dylan Thomas
E,V-derecha2,2,46,Balance De Hemingway,"Bataille, IL. Levin y Otros"
E,V-derecha2,2,47,Comunicaciones,Lo Verosímil
E,V-derecha2,2,48,Formalismo Y Vanguardia,Eikhenbaum Titianov
E,V-derecha2,2,49,"Estructuralismo, Mito Y Totemismo","K. O. L. Burridge, Mary Douglas y otros"
E,V-derecha2,2,4,El Sitio De La Literatura,Mirko Lauer
E,V-derecha2,2,50,,
E,V-derecha2,2,51,,
E,V-derecha2,2,52,Las Mil Y Una Noches ,Anónimo
E,V-derecha2,2,53,La Prosa Del Mundo,Luis Antonio Villena
E,V-derecha2,2,54,Intoducción A La Semiologia,Mounin
E,V-derecha2,2,55,Filosofia Y Folklore,Nestor Lemos
E,V-derecha2,2,56,Curso De  Lingüística General,Ferdinand De Saussure
E,V-derecha2,2,57,,
E,V-derecha2,2,58,Narrativa Oral En La Ciudad De Machala,María Del Carmen
E,V-derecha2,2,59,Fabulas Antiguas De China,Lie Zi y Otros
E,V-derecha2,2,5,La Produccion Artesanal EN América Latína,Mirko Lauer
E,V-derecha2,2,60,Las Raices Historicas Del Cuento,Vladimir Propp
E,V-derecha2,2,61,En Torno Al Sentido,Julien Greimas
E,V-derecha2,2,62,La Naturaleza Del Significado,N. E. Christensen
E,V-derecha2,2,63,Crimen Y Costumbre En La Sociedad Salvaje ,Bronisław Malinowski
E,V-derecha2,2,64,El Grado Cero De La Escritura Y Nuevos Ensayos Criticos,Roland Barthes
E,V-derecha2,2,65,Problemas De La Poética De Dostoievski,Mijaíl M. Bajtín
E,V-derecha2,2,66,Crítica Y Verdad,Roland Barthes
E,V-derecha2,2,6,Los Poetas En La República Del Ecuador,Mirko Lauer
E,V-derecha2,2,7,Nuevo Cuento Peruano (antología),Antonio Cornejo Polar - Luis Fernando Vidal
E,V-derecha2,2,8,7 Ensayos De Interpretación De La Realidad Peruana),José Carlos Mariátegui
E,V-derecha2,2,9,El Rey De La Máscara De Oro,Marcel Schwob
E,V-derecha2,3,10,Secretos del cosmos,C. A. Roman
E,V-derecha2,3,11,Cien obras maestras de la pintura,M. Olivar
E,V-derecha2,3,12,Los fundamentos del siglo XX,
E,V-derecha2,3,13,La conquista de la tierra,
E,V-derecha2,3,14,Hispanoamerica en su literatura,G. Díaz-Plaja
E,V-derecha2,3,15,Una odisea espacial 2001,Arthur C. Clarke
E,V-derecha2,3,16,La mente humana,José Luis Pinillos
E,V-derecha2,3,17,El deseo y otros cuentos,Antón Chéjov
E,V-derecha2,3,18,Lord Jim,Joseph Conrad
E,V-derecha2,3,19,El hermano de la costa,Joseph Conrad
E,V-derecha2,3,1,Aproximacion a la musica,Manuel Valls Gorina
E,V-derecha2,3,20,La linea de la sombra,Joseph Conrad
E,V-derecha2,3,21,El agente secreto,Joseph Conrad
E,V-derecha2,3,22,La locura de almayer,Joseph Conrad
E,V-derecha2,3,23,El libro de las memorias de las cosas,J. Fernández Santos
E,V-derecha2,3,24,Canaima,R. Gallegos
E,V-derecha2,3,25,Historia de las drogas,Jean-Louis Barrault
E,V-derecha2,3,26,Las flores del mal,Charles Bandelaire
E,V-derecha2,3,27,Salambo,Gustave Flaubert
E,V-derecha2,3,28,La mafia,Frederich Sonderu Jr.
E,V-derecha2,3,29,Antología Los mejores relatos de la anticipacion,
E,V-derecha2,3,2,Introduccion a la musica,Otto Károlyi
E,V-derecha2,3,30,Breve Historia De La Literatura Clásica China,Lu Kanru y Geng Yuanjun
E,V-derecha2,3,31,Análisis Estrucural Del Texto Poético,Jakobson y Otro
E,V-derecha2,3,32,Nueva Cronica Y Buen Gobierno,Guaman Poma
E,V-derecha2,3,33,Leyendas Medievales ,Hermann Hesse 
E,V-derecha2,3,34,La Influencia Del Folklore En Antonio Machado,Paulo de Carvalho Neto
E,V-derecha2,3,35, ,
E,V-derecha2,3,36,Folklore Poético,Paulo de Carvalho Neto
E,V-derecha2,3,37,El Conde Lucanor,Infante Don Juan Manuel
E,V-derecha2,3,38,Fábulas,Esopo
E,V-derecha2,3,39,Tradiciones Peruanas,Ricardo Palma
E,V-derecha2,3,3,La humanidad prehistorica,Pericot-Maluquer
E,V-derecha2,3,40,El Estructuralismo,Jean-Marien Auzias
E,V-derecha2,3,41,Lenguaje Y Arte,Fischer
E,V-derecha2,3,42,Cuentos Folklóricos Del Ecuador,
E,V-derecha2,3,43,Mitologia Del Pulpo,Roger Caillois
E,V-derecha2,3,44,,
E,V-derecha2,3,45,El Cuento Folklórico,Susana Cherludi
E,V-derecha2,3,46,Leyendas de Madrid,Reyes García ; María Écija
E,V-derecha2,3,47,Estudio Estrucutal Y Tipologico Del Cuento,Meletinski
E,V-derecha2,3,48,Las Transformaciones Del Cuento Maravilloso,Propp
E,V-derecha2,3,49,,
E,V-derecha2,3,4,El mundo de los virus,P. D. Thompson
E,V-derecha2,3,50,La Lengua Absuelta,Elias Canetti
E,V-derecha2,3,51,Proust,Samuel Beckett
E,V-derecha2,3,5,Meteorologia,Hans-Joachim Tanck
E,V-derecha2,3,6,Las etapas de la arqueologia,Daux
E,V-derecha2,3,7,Visado para el futuro,L. Miravitlles
E,V-derecha2,3,8,El Miundo de los insectos,L. Hugo Newman
E,V-derecha2,3,9,La conducta de los animales,J. D. Carthy
E,V-derecha2,4,10,Iliada,Homero
E,V-derecha2,4,11,Odisea,Homero
E,V-derecha2,4,12,Oriente y antigua Grecia,
E,V-derecha2,4,13,,
E,V-derecha2,4,1,Obras Escogidas,Honorato de Balzac
E,V-derecha2,4,2,Poema de Mio Cid,Anónimo
E,V-derecha2,4,3,Teatro ,Molière
E,V-derecha2,4,4,El decameron,Giovanni Boccaccio
E,V-derecha2,4,5,Gargantua y Pantagruel,François Rabelais
E,V-derecha2,4,6,El cantar de Roldán,Anónimo
E,V-derecha2,4,7,Teatro selecto,Jean Racine
E,V-derecha2,4,8,Elogio de la locura,Erasmom de Rotterdam
E,V-derecha2,4,9,Amadis de gaula,Garci Rodriguez de Montalvo
E,V-derecha2,5,10,Manon Lescault,Abate Prevost
E,V-derecha2,5,11,La mascarada,Alberto Moravia
E,V-derecha2,5,12,Poesia española del siglo de oro,L. Rosales
E,V-derecha2,5,13,El vinculo,Eduardo Mallea
E,V-derecha2,5,14,Cronica familiar,Vasco Pratolini
E,V-derecha2,5,15,Antología,G. A. Bacquer
E,V-derecha2,5,16,La letra escarlata,Hawthorne
E,V-derecha2,5,17,Leyendas de Guatemala,M. A. Asturias
E,V-derecha2,5,18,El diablo sobre las colinas,Cesare Pavese
E,V-derecha2,5,19,El papa verde,M. A. Asturias
E,V-derecha2,5,1,Noches Florentinas-Memorias Del Señor De Schabelewopski,Heinrich Heine
E,V-derecha2,5,20,Las florecillas de San Francisco,U. Brunforte
E,V-derecha2,5,21,1984,George Orwell
E,V-derecha2,5,22,La útopia Incaica,Garcilaso De La Vega
E,V-derecha2,5,23,Un viaje de un naturalista,Charles R. Darwin
E,V-derecha2,5,24,Tres cuentos,Gustave Flaubert
E,V-derecha2,5,25,Bola de cebo y otros relatos,Maupassant
E,V-derecha2,5,26,Dublineses,James Joyce
E,V-derecha2,5,27,Duelo en el paraiso,J. Goytisolo
E,V-derecha2,5,28,La maldición de los Dain,Dashiell Hammett
E,V-derecha2,5,29,La vuelta de tuerca,Henry James
E,V-derecha2,5,2,Cancionero y romancero español,D. Alonso
E,V-derecha2,5,30,Iniciación de un Hombre: 1917,Dos Passos
E,V-derecha2,5,31,Cuentos del Don,M. A. Sholojov
E,V-derecha2,5,32,El difunto Matía Pascal,Luigi Pirandello
E,V-derecha2,5,33,Flush,Virginia Wolf
E,V-derecha2,5,34,Relatos de mi vida,Thomas Mann
E,V-derecha2,5,35,Cartas desde mi molino,A. Daudet
E,V-derecha2,5,36,Los cachorros,M. Vargas Llosa
E,V-derecha2,5,37,Alfanhui,R. Sanchez Ferlosio
E,V-derecha2,5,38,El astillero,Juan Carlos Onetti
E,V-derecha2,5,39,La muerte de Ivan Ilich,L. Tolstoi
E,V-derecha2,5,3,Las avneturas de Tom Sawyer,Mark Twain
E,V-derecha2,5,40,El Hombre y la Tierra,E. Reclus
E,V-derecha2,5,41,El humanismo,A. Chastel / Robert Klein
E,V-derecha2,5,42,Relatos de mi vida,Thomas Mann
E,V-derecha2,5,43,El Perro de los Baskerville,A. Connan Doyle
