Cuarto,Mueble,Nivel,Posición,Título,Autor
E,H-ventana1,1,9,De qué hablo cunaod hablo de correr,Haruki Murakami
E,H-ventana1,2,10,,
E,H-ventana1,2,11,Teatro. Tomo 2,Roberto Cossa
E,H-ventana1,2,12,,
E,H-ventana1,2,13,"Hipertensión, ¡peligo!",
E,H-ventana1,2,14,La culpa,
E,H-ventana1,2,15,La artritis,
E,H-ventana1,2,16,Cuento para tahúres y otros relatos policiales,Rodolfo Walsh
E,H-ventana1,2,17,Maluco. La novela de los descubrimientos,Napoléon Baccino Ponde de León
E,H-ventana1,2,18,De nuevo lejos de Uppsala,Eduardo Pérsico
E,H-ventana1,2,19,"Triste, solidatio y final",Osvaldo Soriano
E,H-ventana1,2,1,Bestiarium,Dulce María Loynaz
E,H-ventana1,2,2,,
E,H-ventana1,2,20,,
E,H-ventana1,2,21,Una sombra ya pronto serás,Osvaldo Soriano
E,H-ventana1,2,22,Memorias de tres encuentros,
E,H-ventana1,2,23,Doblando el codo,Eduardo Romano
E,H-ventana1,2,24,La bestia del mar,Adolfo L. Pérez Zelaschi
E,H-ventana1,2,25,Novios de antaño,María Elena Walsh
E,H-ventana1,2,26,La vida es una semana,Arturo Arango
E,H-ventana1,2,27,La masacre de San Patricio,Eduardo Gabriel Kimel
E,H-ventana1,2,28,El hilo secreto,Perla Montiveros de Mollo
E,H-ventana1,2,29,Papeles de Recienvenido,Macedonio Fernández
E,H-ventana1,2,3,,
E,H-ventana1,2,30,Che periodista,
E,H-ventana1,2,31,Tengo un monstruo en el bolsillo,Graciela Montes
E,H-ventana1,2,32,La ilusión lírica,Miguel Espejo
E,H-ventana1,2,33,El cuento argentino,J.J. Hernández; H. Tizón; I. Blaisten y otros
E,H-ventana1,2,34,Tambor cósmico,César Leal
E,H-ventana1,2,35,Panama en el año del dragón,José Steinsteger
E,H-ventana1,2,36,,
E,H-ventana1,2,37,O ouro dos gradoes,Mercedes Cavalcanti
E,H-ventana1,2,38,La líneas de la mano,Patricia Severín
E,H-ventana1,2,39,De buena fuente,Jorge Timosi
E,H-ventana1,2,4,,
E,H-ventana1,2,40,Momentos de crítica literaria VIII,
E,H-ventana1,2,41,Evita es Cosa Nostra,
E,H-ventana1,2,42,Ya sé que todo es mentira,Eduardo Montes-Bradley
E,H-ventana1,2,43,Tinta cuentos,Olga Zamboni y Juan Cralos Soto
E,H-ventana1,2,44,"Hugo del Caril, un hombre de nuestro cine",G. Cabrera
E,H-ventana1,2,45,Poemas de otros ,Mario Benedetti
E,H-ventana1,2,46,Por ai cantaba Garay,Ramón Plaza
E,H-ventana1,2,47,El medio tango de Tony Hernández,Ramón Plaza
E,H-ventana1,2,48,Teoría sobre el arte,Gyula Kosice
E,H-ventana1,2,49,El Tempestario y otros reltos,Gonzalo Marquez Cristo
E,H-ventana1,2,5,,
E,H-ventana1,2,50,Relación histórica de Calchaqui,Tresa Piossek Prebisch
E,H-ventana1,2,51,Memorias medievales,Nilda Guglielmi
E,H-ventana1,2,52,"El timepo, el amor, la muerte",Nisa Forti
E,H-ventana1,2,53,"Letras femeninas. Vol XVI, N1-2",
E,H-ventana1,2,54,Indice de sueños ,Ramiro Jácome
E,H-ventana1,2,55,Benjamín Carrión: un rastreo bibliográfico ,Gustavo Salazar
E,H-ventana1,2,6,Jardín de adultos,
E,H-ventana1,2,7,,
E,H-ventana1,2,8,,
E,H-ventana1,2,9,Cuentos y relatos,Haroldo Conti
E,H-ventana1,3,10,Mimesis,Erich Auerbach
E,H-ventana1,3,11,Revista Alpha. N.15 (1990),"Universidad de los lagos (Osorno, Chile)"
E,H-ventana1,3,12,Libre 2,
E,H-ventana1,3,13,Libre 3,
E,H-ventana1,3,14,Una aventura cultural en la mitad del mundo,
E,H-ventana1,3,15,Libre 4,
E,H-ventana1,3,16,Libre 1,
E,H-ventana1,3,17,Francois Houtart Vida y pensamiento,Grupo de pensamiento alternativo
E,H-ventana1,3,18,Fuga hacia adentro. La novela ecuatoriana en el siglo XX,Alícia Ortega Caicedo
E,H-ventana1,3,19,Novela ecuatoriana de 1970 al 2000,Antonio Sacoto
E,H-ventana1,3,1,Hablemos de riego con los agricultores,Víctor Hugo Cadena N. 
E,H-ventana1,3,2,Entre la ira y la esperanza,Agustín Cueva
E,H-ventana1,3,3,Agustín Cueva. Pensamiento fundamental,Alejandro Moreano
E,H-ventana1,3,4,Autoritarismo y fascismo en América Latina,Agustín Cueva
E,H-ventana1,3,5,Solidaridad Sostenible,Fander Falconí
E,H-ventana1,3,6,"Matemáticos, espías y piratas electrónicos",Joan Gómez
E,H-ventana1,3,7,Cara y cruz de la Revolución Ciuddana 2007-2017,Kintto Lucas
E,H-ventana1,3,8,Radio Benjamin,Walter Benjamin
E,H-ventana1,3,9,La cuarta revolución,Jihn Micklethwait y Adrian Wooldridge
E,H-ventana2,1,20,Paroles,Jacques Prévert
E,H-ventana2,1,21,La inmoralidad,Milan Kundera
E,H-ventana2,1,22,La fiesta de la insignificancia,Milan Kundera
E,H-ventana2,1,23,La vida está en otra parte,Milan Kundera
E,H-ventana2,1,24,La broma,Milan Kundera
E,H-ventana2,1,25,El arte de la novela,Milan Kundera
E,H-ventana2,1,26,La insoportable levedad del ser,Milan Kundera
E,H-ventana2,1,27,La vie est ailleurs,Milan Kundera
E,H-ventana2,1,28,Aprendiendo el eneagrama ,Don Richard Riso
E,H-ventana2,1,29,Como hacer buenas fotografías,
E,H-ventana2,1,30,Boletín y elegía de las mitas; alzamientos indígenas,César Dávila Andrade; Segundo E. Moreno Y. 
E,H-ventana2,1,31,Rusia en la larga duración,Samir Amin
E,H-ventana2,1,32,Homo Sapiens. De animales a Dioses,Yuval Noam Harari
E,H-ventana2,1,33,Homo Deus,Yuval Noam Harari
E,H-ventana2,1,34,Lumbre y Relumbre: Antología selecta de la poesía hispano canadiense,Julio Torres-Recinos / Margarita Feliciano
E,H-ventana2,1,35,"César Dávila Andrade, combate poético y suicidio",Jorge Dávila Vásquez
E,H-ventana2,1,36,Selección poética,César Dávila Andrade
E,H-ventana2,1,37,Cuando el amor,Fabián Guerrero Obando
E,H-ventana2,1,38,,
E,H-ventana2,1,39,Poesía en paralelo,
E,H-ventana2,1,40,Latinoamérica: crisis y globalidad,Enrique Sierra Castro
E,H-ventana2,1,41,"Ecuador: la dolarización ""en fácil""",Enrique Sierra Castro; Oswaldo Padilla; O. Molina
E,H-ventana2,1,42,Políticas financieras y de convertibilidad,Oswaldo Padilla
E,H-ventana2,1,43,Población y trabajo humanos,Enríque Sierra Castro
E,H-ventana2,1,44,Caimi Ñucanchic Shimiyuc Panca,
E,H-ventana2,1,45,Gazapos,Gustavo Alfredo Jácome
E,H-ventana2,1,46,,Algous Huxley
E,H-ventana2,1,47,,
E,H-ventana2,1,48,Dolarización. Informe urgente,
E,H-ventana2,1,49,En torno al Mediterráneo,Fernand Braudel
E,H-ventana2,1,50,Chile: economía y democracia,Enrique Sierra Castro
E,H-ventana2,1,51,Los rostros de la escritura ,Daniel Mordzinski
E,H-ventana2,2,10,Porto Alegre. Globalizar la esperanza,
E,H-ventana2,2,11,"Marcos, la dignidad rebelde",
E,H-ventana2,2,12,,
E,H-ventana2,2,13,"Visionarios, alucinados e irreverentes",Yoyiana Ahumada
E,H-ventana2,2,14,Ventana con ornella,Jorge Ariel Madrazo
E,H-ventana2,2,15,Fiesta en la calle,Alicia Martin
E,H-ventana2,2,16,La tierra caliente,Paul Bowles
E,H-ventana2,2,17,Juanamanuela,Martha Mercader
E,H-ventana2,2,18,Vita Brevis,Jostein Geerder
E,H-ventana2,2,19,El loco o todos enloquecimos,Rocío Durán Barba
E,H-ventana2,2,1,La cabellera feminina,Erika Bornay
E,H-ventana2,2,20,La fábula de José,Eliseo Alberto
E,H-ventana2,2,21,El porvenir es largo,Louis Althusser
E,H-ventana2,2,22,Me queda la palabra,Ricardo Bada
E,H-ventana2,2,23,El imperio contracultural. Del rock a la posmodernidad,Luis Britto García
E,H-ventana2,2,24,La mujer del cuadro,Cristina de Jos'h
E,H-ventana2,2,25,Revista Hispamerica. N80-81,
E,H-ventana2,2,26,El otro poceso de Kafka,Elias Canetti
E,H-ventana2,2,27,Auto de fe,Elias Canetti
E,H-ventana2,2,28,Masa y poder,Elias Canetti
E,H-ventana2,2,29,Mal de amores,Ángeles Mastretta
E,H-ventana2,2,2,Sexualidad humana,L. Tiefer
E,H-ventana2,2,30,Curso general de redaccion periodistica,José Luis Martínez Albertos
E,H-ventana2,2,31,Literatura en la Audiencia de Quito siglo XVIII. Tomo 1,Hernán Rodriguez Castelo
E,H-ventana2,2,32,Literatura en la Audiencia de Quito siglo XVIII. Tomo 2,Hernán Rodriguez Castelo
E,H-ventana2,2,33,Y Dios entró en La Habana,Manuel Vásquez Montalbán 
E,H-ventana2,2,34,Patente de corso,Arturo Pérez-Reverte
E,H-ventana2,2,3,Tom Jones,Henry Fielding
E,H-ventana2,2,4,Porto Alegre. Globalizar la esperanza,
E,H-ventana2,2,5,Chávez y la Revolución Bolivariana,
E,H-ventana2,2,6,La locura de Pinochet,Luis Sepúlveda
E,H-ventana2,2,7,Horoscopo 2002,Elena Ponce García
E,H-ventana2,2,8,"Marcos, la dignidad rebelde",
E,H-ventana2,2,9,,
E,H-ventana2,3,10,Francés sin esfuerzo,
E,H-ventana2,3,11,Diccionario Quichua,
E,H-ventana2,3,12,Diccionario de sinónimos castellanos,
E,H-ventana2,3,13,Langenscheidts Taschebworterbuch Spanisch,
E,H-ventana2,3,14,Diccionario manual de la lengua española,
E,H-ventana2,3,15,Diccionario de inglés,
E,H-ventana2,3,16,¿Quiere usted saber portugués en diez minutos?,
E,H-ventana2,3,17,Defiéndete en francés,
E,H-ventana2,3,18,,
E,H-ventana2,3,19,Nudes of Yesteryear,
E,H-ventana2,3,1,Diccionario Español-Francés,
E,H-ventana2,3,20,Diccionario francés-español,
E,H-ventana2,3,21,El futuro es un país extraño,Josep Fontana
E,H-ventana2,3,22,Century,
E,H-ventana2,3,23,Saber lo que es olvido,Carlos Arcos Cabrera
E,H-ventana2,3,24,De Atahualpa a Cauhtémoc,
E,H-ventana2,3,25,Un cmapo de lirios salvajes,Lucrecia Maldonado
E,H-ventana2,3,26,Secos y envueltos del Ecuador,Ruby Larrea
E,H-ventana2,3,27,Lago de sangre,Kanneth Wishinia
E,H-ventana2,3,2,Inglés para hispanohablantes,
E,H-ventana2,3,3,Diccionario Inglés-Español; Español-Inglés,
E,H-ventana2,3,4,Diccionario Alemán Español,
E,H-ventana2,3,5,,
E,H-ventana2,3,6,Guia de conversación,
E,H-ventana2,3,7,Inglés para conversar,
E,H-ventana2,3,8,Inglés,
E,H-ventana2,3,9,Italiano sin esfuerzo,
E,H-ventana3,1,1,,
E,H-ventana3,1,10,De un castillo a otro,Louis Ferdinard Céline
E,H-ventana3,1,11,El nombre de la rosa,Uberto Eco
E,H-ventana3,1,12,Proust y los signos,Giles Deleuze
E,H-ventana3,1,13,En búsqueda de Marcel Proust,André Maurois
E,H-ventana3,1,14,Muerte a crédito,Louis Ferdinard Céline
E,H-ventana3,1,15,Viaje al fin de la noche,Louis Ferdinard Céline
E,H-ventana3,1,16,La fugitiva,Marcel Proust
E,H-ventana3,1,17,La uña,Max Aub
E,H-ventana3,1,18,La marcha de Radetzky,Joseph Roth
E,H-ventana3,1,19,El tiempo recobrado,Marcel Proust
E,H-ventana3,1,2,,
E,H-ventana3,1,20,,
E,H-ventana3,1,21,Sodoma y Gomorra,Marcel Proust
E,H-ventana3,1,22,Por el camino de Swann,Marcel Proust
E,H-ventana3,1,23,A la sombra de las muchachas en flor,Marcel Proust
E,H-ventana3,1,3,,
E,H-ventana3,1,4,,
E,H-ventana3,1,5,,
E,H-ventana3,1,6,,
E,H-ventana3,1,7,,
E,H-ventana3,1,8,,
E,H-ventana3,1,9,Semmelweis,Louis Ferdinard Céline
E,H-ventana3,2,10,Pylon; Peter Camenzino; Los crisantemos,William Faulkner; Hermann Hesse; John Steinbeck
E,H-ventana3,2,11,"Desciende, Moisés",William Faulkner
E,H-ventana3,2,12,Cartas escogidas,William Faulkner
E,H-ventana3,2,13,Una boda en Brownsville,Isaac B. Singer
E,H-ventana3,2,14,El sonido y la furia,William Faulkner
E,H-ventana3,2,15,Los rateros,William Faulkner
E,H-ventana3,2,16,El árbol de los deseos,William Faulkner
E,H-ventana3,2,17,Faulkner: naturalismo y tragedia,Carvel Collins; Salvatore Quasimodo
E,H-ventana3,2,18,Opus migrum,Marguerite Yourcenar
E,H-ventana3,2,19,Memorias de Adriano,Marguerite Yourcenar
E,H-ventana3,2,1,El Corán,
E,H-ventana3,2,20,El fuego,Henry Barbusse
E,H-ventana3,2,21,"El tiempo, gran escultor",Marguerite Yourcenar
E,H-ventana3,2,22,Yann Andréa Steiner,Marguerite Duras
E,H-ventana3,2,23,Con los ojos abiertos,Marguerite Yourcenar
E,H-ventana3,2,24,La muerte de Virgilio,Hermann Broch
E,H-ventana3,2,25,"Benito Cereno; Bartleby el escribiente; Las encantadas; Billy Budd, Marino",Hermann Melville
E,H-ventana3,2,26,El escribiente,Hermann Melville
E,H-ventana3,2,27,Bouvard y Pécuchet,Gustave Flaubert
E,H-ventana3,2,28,La caída,Thomas Mann
E,H-ventana3,2,29,La lentitud,Milan Kundera
E,H-ventana3,2,2,Guía de los relojes antiguoa,
E,H-ventana3,2,3,Guía de armas antiguas,
E,H-ventana3,2,4,Guía de hongos,
E,H-ventana3,2,5,El villorrio,William Faulkner
E,H-ventana3,2,6,Sartoris,William Faulkner
E,H-ventana3,2,7,Mientras agonizo,William Faulkner
E,H-ventana3,2,8,Las palmeras salvajes,William Faulkner
E,H-ventana3,2,9,"¡Absalón, Absalón!",William Faulkner
E,H-ventana3,3,10,El humorismo,Biblioteca SALVAT
E,H-ventana3,3,11,El comportamiento animal,Biblioteca SALVAT
E,H-ventana3,3,12,Los átomos,Biblioteca SALVAT
E,H-ventana3,3,13,La sociedades primitivas,Biblioteca SALVAT
E,H-ventana3,3,14,Las utopías,Biblioteca SALVAT
E,H-ventana3,3,15,Historia mundial desde 1939,Biblioteca SALVAT
E,H-ventana3,3,16,La sociología,Biblioteca SALVAT
E,H-ventana3,3,17,Freud y el psicoanálisis,Biblioteca SALVAT
E,H-ventana3,3,18,"La filosofía, hoy",Biblioteca SALVAT
E,H-ventana3,3,19,La explosión demográfica,Biblioteca SALVAT
E,H-ventana3,3,1,La nueva matemática ,Biblioteca SALVAT
E,H-ventana3,3,20,La scoiedad de consumo,Biblioteca SALVAT
E,H-ventana3,3,21,El telar mágico,Robert Jastrow
E,H-ventana3,3,22,Las plantas,Marie Pelt
E,H-ventana3,3,23,Informática para todos,Peter Laurie
E,H-ventana3,3,24,Izquierda y derecha en el cosmos,Martin Gardner
E,H-ventana3,3,25,Superfuerza,Paul Davies
E,H-ventana3,3,26,Microelectrónica,S. Gergely
E,H-ventana3,3,29,El escarabajo sagrado (II),Martin Gardner
E,H-ventana3,3,2,¿Qué es la literatura? ,Biblioteca SALVAT
E,H-ventana3,3,30,El universo desbocado,Paul Davies
E,H-ventana3,3,31,Doktor Faustus,Thomas Mann
E,H-ventana3,3,32,La meurte en Venecia,Thomas Mann
E,H-ventana3,3,33,Carlota en Weimar,Thomas Mann
E,H-ventana3,3,34,,Thomas Mann
E,H-ventana3,3,35,Confesiones del estafador Felix Krull,Thomas Mann
E,H-ventana3,3,36,La montaña mágica,Thomas Mann
E,H-ventana3,3,37,Biología del comportamiento,K. Lorenz y P. Leyhausen
E,H-ventana3,3,38,Marguerite Yourcenar,Josyane Savigneau
E,H-ventana3,3,39,Rompecabezas y paradojas científicos ,Christopher P. Jargocki
E,H-ventana3,3,3,Movimientos literarios de vanguardia,Biblioteca SALVAT
E,H-ventana3,3,40,Revolución en la lingüística,Biblioteca SALVAT
E,H-ventana3,3,41,Lingüística y significación,Biblioteca SALVAT
E,H-ventana3,3,42,,
E,H-ventana3,3,43,,
E,H-ventana3,3,4,La vida microscópica,Biblioteca SALVAT
E,H-ventana3,3,5,El sistema monetario internacional,Biblioteca SALVAT
E,H-ventana3,3,6,El siglo XXI,Biblioteca SALVAT
E,H-ventana3,3,7,La aviación,Biblioteca SALVAT
E,H-ventana3,3,8,La nueva física,Biblioteca SALVAT
E,H-ventana3,3,9,Los satélites artificiales,Biblioteca SALVAT
E,H-ventana4,1,10,Pantaleón y las visitadoras,Mario Vargas Llosa
E,H-ventana4,1,11,Maestros de la literatura universal. Inglaterra 1,Bronte; Stevenson; Wilde; James; Kipling; Wells; Conrad
E,H-ventana4,1,12,Maestros de la literatura universal. Italia,Pirandello;Suevo; Moravia; Calvino;Bassani
E,H-ventana4,1,13,Memorias de ultratumba 5,Chateaubriand
E,H-ventana4,1,14,,
E,H-ventana4,1,1,Antología poética,
E,H-ventana4,1,2,Los mejores cuentos rusos,
E,H-ventana4,1,3,Ana Karenina,
E,H-ventana4,1,44,Guerra y paz,
E,H-ventana4,1,45,Demian; Siddharta; El lobo estepario,
E,H-ventana4,1,4,Michael Kohlhaas,
E,H-ventana4,1,5,David Copperfield,
E,H-ventana4,1,6,Almacen de antiguedades,
E,H-ventana4,1,7,Obras escogidas,
E,H-ventana4,1,8,,Miguel de Cervantes y Saavedra
E,H-ventana4,1,9,Don Quijote de la Mancha,Miguel de Cervantes y Saavedra
E,H-ventana4,2,11,La fueza de las cosas,Simone de Beauvoir
E,H-ventana4,2,12,La plenitud de la vida,Simone de Beauvoir
E,H-ventana4,2,13,Las palabras,Jean-Paul Sartre
E,H-ventana4,2,14,El hombre y las cosas,Jean-Paul Sartre
E,H-ventana4,2,15,,
E,H-ventana4,2,16,La imaginación,Jean-Paul Sartre
E,H-ventana4,2,17,La mujerzuela respetuosa; A puerta cerrada; Los secuestrados de Altona,Jean-Paul Sartre
E,H-ventana4,2,18,Loa intelectuales y la política,Jean-Paul Sartre
E,H-ventana4,2,19,Muertos sin sepultura; El diablo y Dios,Jean-Paul Sartre
E,H-ventana4,2,1,"San Genet, comediante y mártir",Jean-Paul Sartre
E,H-ventana4,2,20,Los escritores contra Satre,Jean-Paul Sartre
E,H-ventana4,2,21,,
E,H-ventana4,2,22,Cartas al Castor II,Jean-Paul Sartre
E,H-ventana4,2,23,Cartas al Castor I,Jean-Paul Sartre
E,H-ventana4,2,24,Memorias de una joven formal,Simone de Beauvoir
E,H-ventana4,2,25,La edad de la razón,Jean-Paul Sartre
E,H-ventana4,2,26,El muro,Jean-Paul Sartre
E,H-ventana4,2,27,Sartre en el Brasil,Jean-Paul Sartre
E,H-ventana4,2,28,La república del silencio,Jean-Paul Sartre
E,H-ventana4,2,29,La imaginación,Jean-Paul Sartre
E,H-ventana4,2,2,El idiota de la familia. Tomo 2,Jean-Paul Sartre
E,H-ventana4,2,30,Las moscas,Jean-Paul Sartre
E,H-ventana4,2,31,Alrededor del 68,Jean-Paul Sartre
E,H-ventana4,2,32,Crítica de la razón dialéctica,Jean-Paul Sartre
E,H-ventana4,2,33,Los funerales de la mamagrande,Gabriel García Márquez
E,H-ventana4,2,34,La nausea,Jean-Paul Sartre
E,H-ventana4,2,35,Freud ,Jean-Paul Sartre
E,H-ventana4,2,36,Ceremonias del adios,Simone de Beauvoir
E,H-ventana4,2,37,Sartre 1905-1980,Annie Cohen-Solal
E,H-ventana4,2,3,El idiota de la familia. Tomo 1,Jean-Paul Sartre
E,H-ventana4,2,4,La suerte está echada; El Engranaje,Jean-Paul Sartre
E,H-ventana4,2,5,Sartre visita a Cuba,
E,H-ventana4,2,6,La mujer rota,Simone de Beauvoir
E,H-ventana4,2,7,¿Qué es la literatura? ,Jean-Paul Sartre
E,H-ventana4,2,8,Crítica de la razón dialéctica,Jean-Paul Sartre
E,H-ventana4,2,9,El ser y la nada,Jean-Paul Sartre
E,H-ventana4,3,10,,
E,H-ventana4,3,11,El coronel no tiene quien le escriba,Gabriel García Márquez
E,H-ventana4,3,12,Torotumbo,Miguel Ángel Asturias
E,H-ventana4,3,13,Mulata de tal,Miguel Ángel Asturias
E,H-ventana4,3,14,Los jefes y otros cuentos,Mario Vargas Llosa
E,H-ventana4,3,15,El oficio de escritor,
E,H-ventana4,3,16,La cuidad y los perros,Mario Vargas Llosa
E,H-ventana4,3,17,Historia de Mayta,Mario Vargas Llosa
E,H-ventana4,3,18,El reino de este mundo,Alejo Carpentier
E,H-ventana4,3,19,Conversaciones en la catedral ,Mario Vargas Llosa
E,H-ventana4,3,1,El amor en los tiempos del cólera,Gabriel García Márquez
E,H-ventana4,3,20,Tres ejercicios narrativos,José Balza
E,H-ventana4,3,21,,
E,H-ventana4,3,22,Balza narrador,Josefina Berrizbeitia
E,H-ventana4,3,23,El túnel ,Ernesto Sabato
E,H-ventana4,3,24,Tres tristes tigres,G. Cabrera Infante
E,H-ventana4,3,25,La tregua,Mario Benedetti
E,H-ventana4,3,26,La muerte de Artemio Cruz,Carlos Fuentes
E,H-ventana4,3,27,Paradiso,José Lezama Lima
E,H-ventana4,3,28,Ardiente paciencia,Antonio Skármeta
E,H-ventana4,3,29,Desnudo en el tejado,Antonio Skármeta
E,H-ventana4,3,2,Doce cuentos peregrinos,Gabriel García Márquez
E,H-ventana4,3,30,García Márquez: historia de un deicidio,Mario Vargas Llosa
E,H-ventana4,3,31,La guerra del fin del mundo,Mario Vargas Llosa
E,H-ventana4,3,32,El general en su laberinto,Gabriel García Márquez
E,H-ventana4,3,33,El marqués de Sade,Simone de Beauvoir
E,H-ventana4,3,34,La mala hora,Gabriel García Márquez
E,H-ventana4,3,35,Cien años de soledad,Gabriel García Márquez
E,H-ventana4,3,36,Noticia de un secuestro,Gabriel García Márquez
E,H-ventana4,3,3,El general en su laberinto,Gabriel García Márquez
E,H-ventana4,3,4,La increíble y triste historia de la Candida Eréndira,Gabriel García Márquez
E,H-ventana4,3,5,Cuando quiero llorar no lloro,Miguel Otero Silva
E,H-ventana4,3,6,La aventura de Miguél Littín clandestino en Chile,Gabriel García Márquez
E,H-ventana4,3,7,Ojos de perro azul,Gabriel García Márquez
E,H-ventana4,3,8,El otoño del patriarca,Gabriel García Márquez
E,H-ventana4,3,9,Del amor y otros demonios,Gabriel García Márquez
E,V-derecha1,1,10,Panorama histórico de la literatura cubana. Tomo I,Max Henriquez Ureña
E,V-derecha1,1,11,Panorama histórico de la literatura cubana. Tomo II,Max Henriquez Ureña
E,V-derecha1,1,12,Concierto barroco,Alejo Carpentier
E,V-derecha1,1,13,La novela latinoamericana en vísperas del nuevo siglo,Alejo Carpentier
E,V-derecha1,1,14,Dos días de septiembre,J. M. Caballero Bonald
E,V-derecha1,1,15,Nuevo recuento de poemas,Jaime Sabines
E,V-derecha1,1,16,Lo cubano en la poesía,Cintio Vitier
E,V-derecha1,1,17,Cecilia Valdés,Cirilo Villaverde
E,V-derecha1,1,18,Para el perfil definitivo del hombre,Roberto Fernandez Retamar
E,V-derecha1,1,19,Diccionario de la literatura cubana,
E,V-derecha1,1,1,Alfred Hitchcoks's Mistery Magazine. Noviembre 2010,
E,V-derecha1,1,20,Obras completas,Jospe Martí
E,V-derecha1,1,21,"Ché, el socialismo y el comunismo",Fernando Martinez Heredia
E,V-derecha1,1,22,Las suplicantes,Esquilo
E,V-derecha1,1,23,Ion ,Eurípides
E,V-derecha1,1,24,Los persas de Esquilo,Maria Celina Griffero
E,V-derecha1,1,25,Camilo. Señor de la vanguardia,William Gálvez
E,V-derecha1,1,26,Estudios sobre poesía cubana,José Prats Sarriol
E,V-derecha1,1,27,Ese músico que llevo dentro I,Alejo Carpentier
E,V-derecha1,1,28,Ese músico que llevo dentro II,Alejo Carpentier
E,V-derecha1,1,29,Ese músico que llevo dentro III,Alejo Carpentier
E,V-derecha1,1,2,Problemas de la teoría del arte. Tomo I,
E,V-derecha1,1,3,Problemas de la teoría del arte. Tomo II,
E,V-derecha1,1,4,De camisa vieja a chaqueta nueva,Fernando Vizcaíno Casas
E,V-derecha1,1,5,La cantidad hechizada,José Lezama Lima
E,V-derecha1,1,6,Imitación de la vida,Luis Rogelio Nogueres
E,V-derecha1,1,7,Juana y otros problemas personales,Roberto Fernandez Retamar
E,V-derecha1,1,8,"Nosotros, los sobrevivientes",Luis Rogelio Nogueras
E,V-derecha1,1,9,La novela cubana en el siglo XX,Imelda Álvarez
E,V-derecha1,2,10,"La Heurística, Ciencia Del Pensamiento Creador",V. N. Pushkin
E,V-derecha1,2,11,1777/1977,Heinrich von Kleist
E,V-derecha1,2,12,El Romanticismo,Menene Gras Balaguer
E,V-derecha1,2,13,El Destino De Europa,Alberto Savinio
E,V-derecha1,2,14,Enoch Arden,Alfred Tennyson
E,V-derecha1,2,15,Los Trabajos De Ajuste Y Combate,Guillermo Castro Herrera
E,V-derecha1,2,16,Un Cadaver De Más,Ellis Peters
E,V-derecha1,2,17,El Sueño Espiral,Rauda Jamís
E,V-derecha1,2,18,Antología De Maiacovski Su vida Y Su Obra,Lila Guerrero
E,V-derecha1,2,19,Las Bellas Banderas,Pier Paolo Pasolini
E,V-derecha1,2,1,Estudios Literarios,Ramón Menéndez Pidal
E,V-derecha1,2,20,Amalia,José Mármol
E,V-derecha1,2,21,Historias de U.S.A.,"Poe, Melville, O. Henry y otros"
E,V-derecha1,2,22,El Carácter Del Descubrimiento Y De La Conquista De América,Georg Friederici
E,V-derecha1,2,23,Teoria Literaria Y Lingüística,Karl D. Uitti
E,V-derecha1,2,24,El Genio del Idioma,Álex Grijelmom
E,V-derecha1,2,25,Ensayos de Poetica,Roman Jakobson
E,V-derecha1,2,26,El Jardin de Al Lado,José Donoso
E,V-derecha1,2,27,,
E,V-derecha1,2,28,Sin Plumas,Woddy Allen
E,V-derecha1,2,29,,
E,V-derecha1,2,2,El Alma Romanitica Y El Sueño,Albert Béguin
E,V-derecha1,2,30,,
E,V-derecha1,2,31,Ferdydurke,Witold Gombrowicz
E,V-derecha1,2,32,El Arte De Charles Chaplin,"Einstein, Blaiman y Kosinzev"
E,V-derecha1,2,33,,Leon
E,V-derecha1,2,34,Cuatro Paginas De La Vida,O. Henry
E,V-derecha1,2,3,El Cazador De Instantes,Rafael Argullol
E,V-derecha1,2,4,El Héroe Y El Único,Rafael Argullol
E,V-derecha1,2,5,Heinrich Von Kleist Ludwig Tieck,Marcel Brion
E,V-derecha1,2,6,Michael Kohlaas,Heinrich von Kleist
E,V-derecha1,2,7,Noches Florentinas-Memorias Del Señor De Schabelewopski,Heinrich Heine
E,V-derecha1,2,8,Enrique De Ofterdingen,Novalis
E,V-derecha1,2,9,Atala. René. El Último Abencerraje,Chateau-Briand
E,V-derecha1,3,10,La Cifra,
E,V-derecha1,3,11,Dependecia Y Deuda Externa,Sergio Arancibia
E,V-derecha1,3,12,El Testimonio de Yafroz,Rafael Sanchez Felosio
E,V-derecha1,3,13,,
E,V-derecha1,3,14,El Que Debe Vivir,Marta Rojas
E,V-derecha1,3,15,Sobrevivo,Claribol Alegria
E,V-derecha1,3,16,"Te Acordas, Hermano",Joaquín Gutiérrez
E,V-derecha1,3,17,Contra Viento Y Marea,Grupo Areíto
E,V-derecha1,3,18,Los Diez Días Que Estremecieron Al Mundo,Grupo de Teatro - La Candelaria
E,V-derecha1,3,19,,
E,V-derecha1,3,1,Revista De Critica Literaria Latinoamericana: n° 70,
E,V-derecha1,3,20,Las Venas Abiertas de América Latina,Eduardo Galeano
E,V-derecha1,3,21,La Nave De Los Locos,Cristina Peri Rossi
E,V-derecha1,3,22,La Noche Del Grito,Manuel Echeverría
E,V-derecha1,3,23,Oligarquia Y Literatura,Blas Matamoro
E,V-derecha1,3,24,Dias Y Noches De Amor Y De Guerra,Eduardo Galeano
E,V-derecha1,3,25,Chistes De Quevedo,
E,V-derecha1,3,26,En Brazos De La Mujer Madura,Stephen Vizinczey
